chr   start   end   SDblocksIndexes
Gor4_Chr19  40090648  40093309 :  1077  
Gor4_Chr19  40094173  40101960 :  1078  1075  
Gor4_Chr19  40136840  40171205 :  1079  
Gor4_Chr19  40175997  40182517 :  1080  
Gor4_Chr19  40200299  40214071 :  1081  
Gor4_Chr19  40215287  40305747 :  1082  
Gor4_Chr19  40307938  40337195 :  1083  
Gor4_Chr19  40339712  40354410 :  1084  
Gor4_Chr19  40377984  40395894 :  1085  
Gor4_Chr19  40433864  40456101 :  1086  
Gor4_Chr19  40460460  40480412 :  1087  
Gor4_Chr19  40491568  40511224 :  1088  1089  
Gor4_Chr19  40512004  40528311 :  1090  
Gor4_Chr19  40528423  40530185 :  1091  
Gor4_Chr19  40534887  40559002 :  1091  1092  
Gor4_Chr19  40561660  40572400 :  1093  
Gor4_Chr19  40575403  40592799 :  1094  
Gor4_Chr19  40593343  40614021 :  1095  
Gor4_Chr19  40655773  40661466 :  1096  
Gor4_Chr19  40661965  40692348 :  1097  
Gor4_Chr19  40717500  40807548 :  1098  1099  1100  1101  
Gor4_Chr19  40807928  40825026 :  1102  
Gor4_Chr19  40825374  40889862 :  1103  
Gor4_Chr19  40936546  40961136 :  1104  
Gor4_Chr19  40964098  41016377 :  1105  1106  -474  1107  
Gor4_Chr19  41020991  41119758 :  1108  1109  1110  1111  
Gor4_Chr19  41120880  41138256 :  1112  
Gor4_Chr19  41139993  41150917 :  1113  
Gor4_Chr19  41156411  41206355 :  1114  1115  
Gor4_Chr19  41206699  41216292 :  1116  
Gor4_Chr19  41224985  41254519 :  1117  
Gor4_Chr19  41255360  41291457 :  1118  
Gor4_Chr19  41309440  41326061 :  1119  
Gor4_Chr19  41341721  41351728 :  1120  
Gor4_Chr19  41354270  41394673 :  1121  1122  
Gor4_Chr19  41406175  41482234 :  1123  
Gor4_Chr19  41482335  41542403 :  1124  1126  
Gor4_Chr19  41543602  41567585 :  1125  1126  1127  
Gor4_Chr19  41568086  41570499 :  1128  
Gor4_Chr19  41570727  41597186 :  1129  
Gor4_Chr19  41597538  41613156 :  1130  
Gor4_Chr19  41615624  41673592 :  1131  
Gor4_Chr19  41674636  41704016 :  1132  
Gor4_Chr19  41704739  41719070 :  1133  
Gor4_Chr19  41719423  41744651 :  1134  
Gor4_Chr19  41745417  41786746 :  1135  
Gor4_Chr19  41788645  41806698 :  1136  
Gor4_Chr19  41807233  41808364 :  1137  
Gor4_Chr19  41809455  41836163 :  1138  
Gor4_Chr19  41838107  41850167 :  1139  
Gor4_Chr19  41852133  41859611 :  1140  
Gor4_Chr19  41860107  41877230 :  1141  
Gor4_Chr19  41877253  41885148 :  1142  
Gor4_Chr19  41893181  41933680 :  1143  
Gor4_Chr19  41965502  41996903 :  1144  
Gor4_Chr19  42000054  42063809 :  1145  1146  1147  1148  
Gor4_Chr19  42064063  42085792 :  1148  1149  1150  
Gor4_Chr19  42088884  42103312 :  1151  
Gor4_Chr19  42103808  42123920 :  1152  
Gor4_Chr19  42135380  42139373 :  1153  
Gor4_Chr19  42147536  42149057 :  1156  
Gor4_Chr19  42161457  42180565 :  1158  1159  1160  1161  1162  
Gor4_Chr19  42180575  42188569 :  1162  
Gor4_Chr19  42207684  42210703 :  1166  
Gor4_Chr19  42211233  42213177 :  1167  
Gor4_Chr19  42226669  42232776 :  1169  
Gor4_Chr19  42235960  42241714 :  1170  
Gor4_Chr19  42255748  42256767 :  1171  
Gor4_Chr19  42260880  42266476 :  1172  
Gor4_Chr19  42278061  42285740 :  1176  
Gor4_Chr19  42291256  42292852 :  1157  
Gor4_Chr19  42299935  42301505 :  1188  
Gor4_Chr19  42302410  42306951 :  1177  
Gor4_Chr19  42311769  42312830 :  1159  
Gor4_Chr19  42312840  42319004 :  1178  
Gor4_Chr19  42328092  42330579 :  1164  
Gor4_Chr19  42330893  42333455 :  1169  
Gor4_Chr19  42342113  42345510 :  1179  
Gor4_Chr19  42354822  42371028 :  1180  1173  1161  
Gor4_Chr19  42384638  42388894 :  1164  
Gor4_Chr19  42392084  42393392 :  1174  
Gor4_Chr19  42398937  42423814 :  1181  1175  1182  1165  1166  1167  1168  
Gor4_Chr19  42423824  42426595 :  1166  
Gor4_Chr19  42438572  42439700 :  1183  
Gor4_Chr19  42448365  42450023 :  1184  
Gor4_Chr19  42455839  42464655 :  1153  1154  1155  
Gor4_Chr19  42473809  42475429 :  1185  
Gor4_Chr19  42478490  42487440 :  1186  
Gor4_Chr19  42522213  42523557 :  1161  
Gor4_Chr19  42529363  42564483 :  1163  1187  1188  1189  
Gor4_Chr19  42568292  42576831 :  1190  
Gor4_Chr19  42576832  42578641 :  1191  
Gor4_Chr19  42607217  42609619 :  1192  
Gor4_Chr19  42619483  42622699 :  -441  
Gor4_Chr19  42640195  42647748 :  1193  
Gor4_Chr19  42667088  42724432 :  1194  
Gor4_Chr19  42745150  42754755 :  1195  
Gor4_Chr19  42786167  42877343 :  1196  1197  
Gor4_Chr19  42877632  42889366 :  1198  1199  
Gor4_Chr19  42921469  42946811 :  1200  
Gor4_Chr19  42947112  43004002 :  1201  
Gor4_Chr19  43006950  43011466 :  1202  
Gor4_Chr19  43011911  43015442 :  1203  
Gor4_Chr19  43034986  43082232 :  1204  
Gor4_Chr19  43082874  43162124 :  1205  1206  1207  
Gor4_Chr19  43174652  43250134 :  1208  1209  1210  
Gor4_Chr19  43251095  43342220 :  1211  
Gor4_Chr19  43389955  43442489 :  1212  
Gor4_Chr19  43463943  43468613 :  1213  
Gor4_Chr19  43469127  43538293 :  1214  1215  
Gor4_Chr19  43561825  43601704 :  1216  
Gor4_Chr19  43602331  43638202 :  1217  
Gor4_Chr19  43640921  43643750 :  1218  
Gor4_Chr19  43644961  43646739 :  1219  
Gor4_Chr19  43651292  43658546 :  1220  
Gor4_Chr19  43664830  43705599 :  1221  
Gor4_Chr19  43708028  43771182 :  1222  -404  1223  1224  
Gor4_Chr19  43777169  43791788 :  1225  
Gor4_Chr19  43792061  43898120 :  1226  1227  1228  1228  1229  
Gor4_Chr19  43902840  43947241 :  1230  1231  
Gor4_Chr19  44004583  44012862 :  1232  
Gor4_Chr19  44013729  44034169 :  1233  
Gor4_Chr19  44034269  44064275 :  1234  1235  
Gor4_Chr19  44092438  44097706 :  1236  
Gor4_Chr19  44099952  44116228 :  1237  
Gor4_Chr19  44118707  44123089 :  1238  
Gor4_Chr19  44145036  44147698 :  1239  
Gor4_Chr19  44153264  44164160 :  1240  
Gor4_Chr19  44174980  44181873 :  1241  
Gor4_Chr19  44213455  44250256 :  1242  
Gor4_Chr19  44262270  44280304 :  1243  
Gor4_Chr19  44280784  44316990 :  1244  1245  
Gor4_Chr19  44317790  44322228 :  1246  
Gor4_Chr19  44324853  44328948 :  1247  
Gor4_Chr19  44329048  44384394 :  1248  1249  
Gor4_Chr19  44384397  44421399 :  1250  
Gor4_Chr19  44503235  44560406 :  1251  
Gor4_Chr19  44637887  44648908 :  1253  1252  
Gor4_Chr19  44666417  44682381 :  1254  
Gor4_Chr19  44682593  44709494 :  1255  
Gor4_Chr19  44709784  44713460 :  1256  
Gor4_Chr19  44714587  44737172 :  1257  
Gor4_Chr19  44745521  44775632 :  1258  
Gor4_Chr19  44793358  44819473 :  1259  
Gor4_Chr19  44836290  44856582 :  1260  
Gor4_Chr19  44880039  44904242 :  1261  
Gor4_Chr19  44928613  44993472 :  1262  1263  
Gor4_Chr19  44994834  45004419 :  1264  
Gor4_Chr19  45010617  45053581 :  1265  
Gor4_Chr19  45068348  45075910 :  1266  
Gor4_Chr19  45142186  45147323 :  1267  
Gor4_Chr19  45158177  45163431 :  1268  
Gor4_Chr19  45187921  45235663 :  1269  
Gor4_Chr19  45235912  45299726 :  1270  
Gor4_Chr19  45300114  45325963 :  1271  
Gor4_Chr19  45326751  45377932 :  1272  
Gor4_Chr19  45379273  45481348 :  1273  1274  1275  1276  1277  
Gor4_Chr19  45483345  45534128 :  1278  1279  
Gor4_Chr19  45538765  45657375 :  1280  1281  
Gor4_Chr19  45699729  45703135 :  1282  
Gor4_Chr19  45739992  45748962 :  1283  
Gor4_Chr19  45751559  45768316 :  1284  
Gor4_Chr19  45786999  45806578 :  1285  
Gor4_Chr19  45811575  45827820 :  1286  
Gor4_Chr19  45828633  45832438 :  1287  
Gor4_Chr19  45833698  45842712 :  1288  
Gor4_Chr19  45844320  45865416 :  1289  
Gor4_Chr19  45894687  45898265 :  1290  
Gor4_Chr19  45899887  45911137 :  1291  
Gor4_Chr19  45912672  45956476 :  1292  
Gor4_Chr19  45957023  46055315 :  1293  1294  
Gor4_Chr19  46056252  46077256 :  1295  
Gor4_Chr19  46078741  46100189 :  1296  
Gor4_Chr19  46101089  46108926 :  1297  
Gor4_Chr19  46112938  46172956 :  1298  1299  
Gor4_Chr19  46177011  46284693 :  1300  1301  1302  
Gor4_Chr19  46300606  46357514 :  1303  
Gor4_Chr19  46374399  46419163 :  1304  
Gor4_Chr19  46477081  46480577 :  1305  
Gor4_Chr19  46481404  46493359 :  1306  
Gor4_Chr19  46526000  46534555 :  1307  
Gor4_Chr19  46571241  46619712 :  1308  
Gor4_Chr19  46652716  46654182 :  1309  
Gor4_Chr19  46655594  46660382 :  1310  
Gor4_Chr19  46676499  46835102 :  1311  1312  
Gor4_Chr19  46838156  46848222 :  1313  
Gor4_Chr19  46851239  46863431 :  1314  
Gor4_Chr19  46864524  46891740 :  1315  
Gor4_Chr19  46894862  46951643 :  1316  
Gor4_Chr19  46952256  46975766 :  1317  
Gor4_Chr19  46979076  47006788 :  1318  
Gor4_Chr19  47008380  47020075 :  1319  
Gor4_Chr19  47022156  47028573 :  1320  
Gor4_Chr19  47137608  47154478 :  1321  
Gor4_Chr19  47203690  47238861 :  1322  
Gor4_Chr19  47249401  47269265 :  1323  
Gor4_Chr19  47273821  47276848 :  1324  
Gor4_Chr19  47278677  47288477 :  1325  
Gor4_Chr19  47310283  47321612 :  1326  
Gor4_Chr19  47366242  47376416 :  1327  
Gor4_Chr19  47405545  47410759 :  1328  
Gor4_Chr19  47435343  47439878 :  1329  
Gor4_Chr19  47440196  47477340 :  1330  
Gor4_Chr19  47491420  47514410 :  1331  1332  
Gor4_Chr19  47516597  47519884 :  1333  
Gor4_Chr19  47522758  47527559 :  1334  
Gor4_Chr19  47566449  47573818 :  1335  
Gor4_Chr19  47574176  47602843 :  1336  
Gor4_Chr19  47608822  47639635 :  1337  
Gor4_Chr19  47710266  47733603 :  1338  
Gor4_Chr19  47746169  47747287 :  1339  
Gor4_Chr19  47769537  47774649 :  1340  
Gor4_Chr19  47775306  47788165 :  1341  
Gor4_Chr19  47788291  47795930 :  1342  
Gor4_Chr19  47798847  47808853 :  1343  
Gor4_Chr19  47878983  47903384 :  1344  
Gor4_Chr19  47910088  47924995 :  1345  
Gor4_Chr19  47925606  47934697 :  1346  
Gor4_Chr19  47935462  47954937 :  1347  
Gor4_Chr19  47984844  47990402 :  1348  
Gor4_Chr19  48020158  48034818 :  1349  
Gor4_Chr19  48038778  48046137 :  1350  
Gor4_Chr19  48093245  48094639 :  1351  
Gor4_Chr19  48118275  48124677 :  1352  
Gor4_Chr19  48164992  48167906 :  1353  
Gor4_Chr19  48220527  48223837 :  1354  
Gor4_Chr19  48238453  48263950 :  1355  
Gor4_Chr19  48264959  48276379 :  1356  
Gor4_Chr19  48277481  48286126 :  1357  
Gor4_Chr19  48302883  48305440 :  1358  
Gor4_Chr19  48305455  48307300 :  1358  
Gor4_Chr19  48310665  48312247 :  1359  
Gor4_Chr19  48312257  48314034 :  1359  
Gor4_Chr19  48314044  48317203 :  1359  1360  
Gor4_Chr19  48325770  48327396 :  1361  
Gor4_Chr19  48335137  48337415 :  1362  
Gor4_Chr19  48361269  48368435 :  1363  
Gor4_Chr19  48413974  48417776 :  1364  
Gor4_Chr19  48467853  48514437 :  1365  1366  
Gor4_Chr19  48539478  48593425 :  1367  
Gor4_Chr19  48593798  48607907 :  1368  
Gor4_Chr19  48608824  48617355 :  1369  
Gor4_Chr19  48617639  48681022 :  1370  
Gor4_Chr19  48683776  48740275 :  1371  
Gor4_Chr19  48843730  48866687 :  1372  -246  -245  
Gor4_Chr19  48867472  48870572 :  1373  
Gor4_Chr19  48881425  48885378 :  -248  
Gor4_Chr19  48889178  48893036 :  1374  
Gor4_Chr19  48924850  48975896 :  1375  1376  1377  
Gor4_Chr19  48976309  48978441 :  1378  
Gor4_Chr19  48983708  49018069 :  1379  
Gor4_Chr19  49030122  49090062 :  1380  
Gor4_Chr19  49106386  49120243 :  1381  
Gor4_Chr19  49126848  49149344 :  1382  
Gor4_Chr19  49149926  49156533 :  1383  
Gor4_Chr19  49156900  49193559 :  1384  
Gor4_Chr19  49193972  49195683 :  1385  
Gor4_Chr19  49195911  49207500 :  1386  
Gor4_Chr19  49259926  49360546 :  1387  1388  1389  
Gor4_Chr19  49360646  49377741 :  1390  
Gor4_Chr19  49445656  49446986 :  1391  
Gor4_Chr19  49465405  49477493 :  1392  
Gor4_Chr19  49478866  49488302 :  1393  1394  1395  
Gor4_Chr19  49497419  49542691 :  1396  
Gor4_Chr19  49543190  49555921 :  1397  
Gor4_Chr19  49593182  49625385 :  1398  
Gor4_Chr19  49629167  49634147 :  1399  
Gor4_Chr19  49635518  49642019 :  1400  
Gor4_Chr19  49643139  49659524 :  1401  
Gor4_Chr19  49660306  49704678 :  1402  
Gor4_Chr19  49713193  49730734 :  1403  
Gor4_Chr19  49734095  49751998 :  1404  
Gor4_Chr19  49820000  49823952 :  1405  
Gor4_Chr19  49836649  49867409 :  1406  1407  
Gor4_Chr19  49871339  49886623 :  1408  
Gor4_Chr19  49894983  49925021 :  1409  
Gor4_Chr19  49925121  49930566 :  1410  
Gor4_Chr19  49951651  49988168 :  1411  
Gor4_Chr19  49989047  49996658 :  1412  
Gor4_Chr19  49997938  50007836 :  1413  
Gor4_Chr19  50009721  50023661 :  1414  
Gor4_Chr19  50024862  50047356 :  1415  
Gor4_Chr19  50047437  50074133 :  1416  1417  
Gor4_Chr19  50083377  50092486 :  1418  
Gor4_Chr19  50092972  50099877 :  1419  
Gor4_Chr19  50100281  50103427 :  1420  
Gor4_Chr19  50143612  50162470 :  1421  
Gor4_Chr19  50184691  50198480 :  1422  1423  
Gor4_Chr19  50287827  50382825 :  1424  
Gor4_Chr19  50394213  50408767 :  1425  
Gor4_Chr19  50410979  50489943 :  1426  1427  
Gor4_Chr19  50500065  50532773 :  1428  -214  1429  1430  
Gor4_Chr19  50533122  50584794 :  1430  1431  
Gor4_Chr19  50586314  50605496 :  1432  
Gor4_Chr19  50606463  50670995 :  1433  
Gor4_Chr19  50671435  50690303 :  1434  
Gor4_Chr19  50692540  50729475 :  1435  1436  
Gor4_Chr19  50746735  50773182 :  1437  
Gor4_Chr19  50775319  50853545 :  1438  1439  
Gor4_Chr19  50856338  50897715 :  1440  1441  
Gor4_Chr19  50901425  50909314 :  1442  
Gor4_Chr19  50925036  50944550 :  1443  
Gor4_Chr19  50946672  50972599 :  1444  
Gor4_Chr19  50987707  51000243 :  1445  
Gor4_Chr19  51000953  51016277 :  1446  1447  1448  
Gor4_Chr19  51031856  51045530 :  1449  
Gor4_Chr19  51069263  51078175 :  1450  
Gor4_Chr19  51082215  51097221 :  1451  
Gor4_Chr19  51097235  51127856 :  1452  
Gor4_Chr19  51132933  51182727 :  1453  
Gor4_Chr19  51185905  51253179 :  1454  1455  
Gor4_Chr19  51259411  51266049 :  -197  
Gor4_Chr19  51271699  51290115 :  1456  1457  
Gor4_Chr19  51294230  51316156 :  1458  
Gor4_Chr19  51319319  51349764 :  1459  
Gor4_Chr19  51350347  51369238 :  1460  
Gor4_Chr19  51370771  51396600 :  1461  1462  
Gor4_Chr19  51405777  51541063 :  1463  1464  1465  
Gor4_Chr19  51541862  51569036 :  1465  1466  1467  
Gor4_Chr19  51586557  51593457 :  1468  
Gor4_Chr19  51622725  51630217 :  1469  
Gor4_Chr19  51645332  51713429 :  1470  
Gor4_Chr19  51718425  51729654 :  1471  
Gor4_Chr19  51730497  51731818 :  1472  
Gor4_Chr19  51732832  51752291 :  1473  
Gor4_Chr19  51754096  51790640 :  1474  
Gor4_Chr19  51791562  51831366 :  1475  
Gor4_Chr19  51849099  51866534 :  1476  
Gor4_Chr19  51868877  51874625 :  1477  
Gor4_Chr19  51875770  51889198 :  1478  
Gor4_Chr19  51921475  51927571 :  1479  
Gor4_Chr19  51965958  51976878 :  1480  
Gor4_Chr19  51981322  51993152 :  1481  1482  
Gor4_Chr19  51996720  52001352 :  1483  
Gor4_Chr19  52003080  52020454 :  1484  1485  
Gor4_Chr19  52035885  52037931 :  1486  
Gor4_Chr19  52049245  52050472 :  1487  
Gor4_Chr19  52086886  52093437 :  1488  
Gor4_Chr19  52093760  52107086 :  1489  
Gor4_Chr19  52130146  52135456 :  1490  
Gor4_Chr19  52180457  52192718 :  1491  
Gor4_Chr19  52194506  52198200 :  1492  
Gor4_Chr19  52205939  52212546 :  1493  
Gor4_Chr19  52278915  52280638 :  1494  
Gor4_Chr19  52300293  52302372 :  1495  
Gor4_Chr19  52303153  52308356 :  1496  
Gor4_Chr19  52308548  52314254 :  1497  
Gor4_Chr19  52346216  52361745 :  1498  
Gor4_Chr19  52363961  52369926 :  1499  
Gor4_Chr19  52375788  52395063 :  1500  1501  1502  
Gor4_Chr19  52395461  52454101 :  1502  1503  
Gor4_Chr19  52474393  52476336 :  1504  
Gor4_Chr19  52477184  52506226 :  1505  
Gor4_Chr19  52506517  52515218 :  1506  
Gor4_Chr19  52527410  52529336 :  1507  
Gor4_Chr19  52556071  52565406 :  1508  1509  1510  
Gor4_Chr19  52567546  52600548 :  1511  
Gor4_Chr19  52600977  52622795 :  1512  1513  
Gor4_Chr19  52626027  52627498 :  1514  
Gor4_Chr19  52642470  52669174 :  1515  
Gor4_Chr19  52669802  52671754 :  1516  
Gor4_Chr19  52677800  52678802 :  1517  
Gor4_Chr19  52697096  52711924 :  1518  1519  
Gor4_Chr19  52728287  52739151 :  1520  
Gor4_Chr19  52775224  52777402 :  1521  
Gor4_Chr19  52831403  52835527 :  1522  
Gor4_Chr19  52836673  52846383 :  1523  
Gor4_Chr19  52858222  52892091 :  1524  1525  
Gor4_Chr19  52898169  52906668 :  1526  
Gor4_Chr19  52952449  52957236 :  1527  
Gor4_Chr19  52983863  52985280 :  1528  
Gor4_Chr19  52987589  52993984 :  1529  
Gor4_Chr19  53008794  53013993 :  1530  
Gor4_Chr19  53018431  53020917 :  1531  
Gor4_Chr19  53024407  53025828 :  1532  
Gor4_Chr19  53026547  53028512 :  1533  
Gor4_Chr19  53080574  53089478 :  1534  
Gor4_Chr19  53123701  53129194 :  1535  
Gor4_Chr19  53185893  53188233 :  1536  
Gor4_Chr19  53215827  53223109 :  1537  
Gor4_Chr19  53224260  53228984 :  1538  
Gor4_Chr19  53229209  53247001 :  1539  
Gor4_Chr19  53255131  53266198 :  1540  
Gor4_Chr19  53278462  53294774 :  1541  
Gor4_Chr19  53303180  53322535 :  1542  
Gor4_Chr19  53323475  53328666 :  1543  
Gor4_Chr19  53333109  53338437 :  1544  
Gor4_Chr19  53348126  53369596 :  1545  
Gor4_Chr19  53374193  53392084 :  1546  
Gor4_Chr19  53404554  53418989 :  1547  
Gor4_Chr19  53437082  53450186 :  1548  
Gor4_Chr19  53465463  53493770 :  1549  
Gor4_Chr19  53495730  53499472 :  1550  
Gor4_Chr19  53514298  53528043 :  1551  
Gor4_Chr19  53528578  53546662 :  1552  
Gor4_Chr19  53601765  53605421 :  1553  
Gor4_Chr19  53608175  53613967 :  1554  
Gor4_Chr19  53625452  53627380 :  1555  
Gor4_Chr19  53672061  53675528 :  1556  
Gor4_Chr19  53681808  53686789 :  1557  
Gor4_Chr19  53853452  53887228 :  1558  
Gor4_Chr19  53955166  53965885 :  1559  
Gor4_Chr19  54030657  54036334 :  1560  
Gor4_Chr19  54119144  54120855 :  1561  
Gor4_Chr19  54147275  54154172 :  1562  
Gor4_Chr19  54155480  54175549 :  1563  
Gor4_Chr19  54211774  54213611 :  1564  
Gor4_Chr19  54268466  54291272 :  1565  
Gor4_Chr19  54292272  54297690 :  1566  
Gor4_Chr19  54329938  54336602 :  1567  
Gor4_Chr19  54336932  54347759 :  1568  
Gor4_Chr19  54348444  54363947 :  1569  1570  
Gor4_Chr19  54368666  54372817 :  1571  
Gor4_Chr19  54440337  54451647 :  1572  
Gor4_Chr19  54455603  54458233 :  1573  
Gor4_Chr19  54462383  54483007 :  1574  
Gor4_Chr19  54486108  54493991 :  1575  
Gor4_Chr19  54506651  54514113 :  1576  
Gor4_Chr19  54516085  54521911 :  1577  
Gor4_Chr19  54536536  54552954 :  1578  
Gor4_Chr19  54567923  54569411 :  1579  
Gor4_Chr19  54592654  54607133 :  1580  
Gor4_Chr19  54609023  54636138 :  1581  
Gor4_Chr19  54636523  54654146 :  1582  
Gor4_Chr19  54654472  54656544 :  1583  
Gor4_Chr19  54659112  54666831 :  1584  
Gor4_Chr19  54677012  54680548 :  1585  
Gor4_Chr19  54700199  54723026 :  1586  
Gor4_Chr19  54723504  54728438 :  1587  
Gor4_Chr19  54753446  54765066 :  1588  
Gor4_Chr19  54775913  54787398 :  1589  
Gor4_Chr19  54808724  54813239 :  1590  
Gor4_Chr19  54828512  54840483 :  1591  
Gor4_Chr19  54860449  54887386 :  1592  
Gor4_Chr19  54915762  54919270 :  1593  
Gor4_Chr19  54938108  54950962 :  1594  
Gor4_Chr19  54951223  54965685 :  1595  
Gor4_Chr19  54966097  55003557 :  1596  
Gor4_Chr19  55007915  55037912 :  1597  
Gor4_Chr19  55047300  55070704 :  1598  
Gor4_Chr19  55071425  55088811 :  1599  
Gor4_Chr19  55093490  55095531 :  1600  
Gor4_Chr19  55097369  55102563 :  1601  
Gor4_Chr19  55104489  55109453 :  1602  
Gor4_Chr19  55111003  55117947 :  1603  
Gor4_Chr19  55118525  55138366 :  1604  1605  
Gor4_Chr19  55139673  55147815 :  1606  
Gor4_Chr19  55188812  55191874 :  1607  
Gor4_Chr19  55193214  55224918 :  1608  
Gor4_Chr19  55227604  55251343 :  1609  
Gor4_Chr19  55251586  55281072 :  1610  
Gor4_Chr19  55357684  55382074 :  1611  
Gor4_Chr19  55382943  55416435 :  1612  
Gor4_Chr19  55449985  55458711 :  1613  
Gor4_Chr19  55459485  55470951 :  1614  
Gor4_Chr19  55584002  55585399 :  1615  
Gor4_Chr19  55585999  55676666 :  1616  1617  
Gor4_Chr19  55681021  55750725 :  1618  1619  
Gor4_Chr19  55752395  55779195 :  1620  
Gor4_Chr19  55783562  55857205 :  1621  1622  1623  
Gor4_Chr19  55866242  55984432 :  1624  1625  1626  
Gor4_Chr19  56021458  56022849 :  1627  
Gor4_Chr19  56032896  56043528 :  1628  1629  
Gor4_Chr19  56043628  56071934 :  1630  1631  
Gor4_Chr19  56083553  56106424 :  1632  
Gor4_Chr19  56109957  56262476 :  1633  1634  
Gor4_Chr19  56267029  56271232 :  1635  
Gor4_Chr19  56273010  56296569 :  1636  
Gor4_Chr19  56316231  56352020 :  1637  1638  
Gor4_Chr19  56355984  56395792 :  1639  
Gor4_Chr19  56424814  56432483 :  1640  
Gor4_Chr19  56437040  56445739 :  1641  
Gor4_Chr19  56487285  56502801 :  1642  
Gor4_Chr19  56503176  56633775 :  1643  
Gor4_Chr19  56650373  56658553 :  1644  
Gor4_Chr19  56704173  56712096 :  1645  
Gor4_Chr19  56736756  56749223 :  1646  
Gor4_Chr19  56753007  56829379 :  1647  1648  
Gor4_Chr19  56854335  56912762 :  1649  
Gor4_Chr19  56916324  56966114 :  1650  1651  
Gor4_Chr19  56966360  56979620 :  1652  
Gor4_Chr19  56980610  56985243 :  1653  
Gor4_Chr19  57003384  57066213 :  1654  
Gor4_Chr19  57066891  57087823 :  1655  
Gor4_Chr19  57107488  57134233 :  1656  
Gor4_Chr19  57157788  57171491 :  1658  
Gor4_Chr19  57185345  57197095 :  1657  1659  
Gor4_Chr19  57197440  57200882 :  1660  
Gor4_Chr19  57201692  57207248 :  1661  
Gor4_Chr19  57208842  57222256 :  1662  
Gor4_Chr19  57223765  57226444 :  1663  
Gor4_Chr19  57232268  57253200 :  1664  
Gor4_Chr19  57255411  57264804 :  1665  
Gor4_Chr19  57273352  57313266 :  1666  1667  
Gor4_Chr19  57313908  57362452 :  1668  
Gor4_Chr19  57377241  57384496 :  1669  
Gor4_Chr19  57385000  57440383 :  1670  1671  
Gor4_Chr19  57460236  57469399 :  1672  
Gor4_Chr19  57490405  57562497 :  1673  1674  
Gor4_Chr19  57563317  57569513 :  1675  
Gor4_Chr19  57583001  57609823 :  1676  
Gor4_Chr19  57632589  57638112 :  1677  
Gor4_Chr19  57643348  57697431 :  1678  1679  
Gor4_Chr19  57701316  57711432 :  1680  
Gor4_Chr19  57768356  57803032 :  1681  
Gor4_Chr19  57815051  57829280 :  1682  
Gor4_Chr19  57834222  57839956 :  1683  
Gor4_Chr19  57841501  57847709 :  1684  
Gor4_Chr19  57886759  57900188 :  1685  
Gor4_Chr19  57900918  57928788 :  1686  
Gor4_Chr19  57932104  57935654 :  1687  
